url,title,date
https://www.youtube.com/watch?v=0M_JDutvRnE,"Prea Mult Banciu - 10 Aprilie | Scandalul Ciolacu-Ponta se ""umflă"", ca Dunărea la Porțile de Fier",2025-04-10
https://www.youtube.com/watch?v=3j0lf2IIL3E,Prea Mult Banciu - 11 Aprilie | Scandalul Lasconi-USR continuă,2025-04-11
https://www.youtube.com/watch?v=4Q78wT5SU5A,"iAM Banciu - 27 Iunie | Duminică, Messi joacă împotriva echipei pentru care a marcat de 32 de ori!",2025-06-27
https://www.youtube.com/watch?v=_RtuGqPnSaE,Prea Mult Banciu - 21 August | 10 ani de închisoare pentru spulberarea a două vieți,2025-08-21
https://www.youtube.com/watch?v=eEElPQQgj1Q,Prea Mult Banciu - 17 Septembrie | Călin Georgescu se consideră Donald Trump de România!,2025-09-17
https://www.youtube.com/watch?v=fLoprytRru4,iAM Banciu - 8 Octombrie | Continuă cursa spre Campionatul Mondial din 2026,2025-10-08
https://www.youtube.com/watch?v=-r3FcC9erqo,"Prea Mult Banciu - 9 Octombrie | Oprescu își micșorează pedeapsa cu 1 an, direct din Grecia!",2025-10-09
https://www.youtube.com/watch?v=JwN3Myn9FbY,"PreaMultBanciu-14 Octombrie | PSD, din ""progresist"" în partid cu „valori religioase și tradiționale”",2025-10-14
https://www.youtube.com/watch?v=n_h3w0ETtkw,Prea Mult Banciu - 16 Octombrie | Piedone adoarme cu valeriană și doarme dus,2025-10-16
https://www.youtube.com/watch?v=TNV_RRE0thI,"iAM Banciu - 16 Octombrie | Balonul de Aur, indisponibil pentru partida PSG - Strasbourg",2025-10-16
https://www.youtube.com/watch?v=PkJpzQzaUko,"Prea Mult Banciu - 22 Octombrie | Grindeanu îl ""bombardează"" public pe Bolojan",2025-10-22
https://www.youtube.com/watch?v=tPQeAj7W_kY,"Prea Mult Banciu - 29 Octombrie | Pleacă americanii, dar...și rămân!",2025-10-29
https://www.youtube.com/watch?v=G0xVJ2Yk-pg,Prea Mult Banciu - 31 Octombrie | George Simion solicită protecție pentru el și familia sa,2025-10-31
https://www.youtube.com/watch?v=lrpOBLBawT0,"PreaMultBanciu - 3 Noiembrie | Simion și Grindeanu, singuri competitori pentru șefia partidelor lor!",2025-11-03
https://www.youtube.com/watch?v=0DJcjYwJiII,Prea Mult Banciu - 11 Noiembrie | Seară de lectură cu Radu Banciu!,2025-11-11
https://www.youtube.com/watch?v=VQctZpF0Sos,"Prea Mult Banciu - 17 Noiembrie | Candidații la Primăria București, umăr la umăr în sondaje",2025-11-17
https://www.youtube.com/watch?v=CxifrFeKiDU,"Prea Mult Banciu - 18 Noiembrie | Ludovic Orban, revocat de Nicușor din funcția de consilier!",2025-11-18
https://www.youtube.com/watch?v=f7Rw5P3ztsk,"Prea Mult Banciu - 21 Noiembrie | Trump propune planul de pace Ucraina-Rusia, în 28 de puncte!",2025-11-21
https://www.youtube.com/watch?v=KEkiBTW1G9w,"Prea Mult Banciu - 25 Noiembrie | Românii n-au doborât drona, așa că aceasta ""s-a doborât"" singură!",2025-11-25
https://www.youtube.com/watch?v=NORBpTRivfI,"Prea Mult Banciu - 26 Noiembrie | Decât un titlu prost, mai bine niciunul! Pam pam!",2025-11-26
https://www.youtube.com/watch?v=PVXllWlJWv0,Prea Mult Banciu - 27 Noiembrie | Putin a declarat că nu avea de gând să atace Europa!,2025-11-27
https://www.youtube.com/watch?v=MG7IkHAh7T0,Prea Mult Banciu - 5 Decembrie | Ultima sută de metri către Primăria Bucureștiului!,2025-12-05
https://www.youtube.com/watch?v=Hpym7VETn1I,"Prea Mult Banciu - 19 Decembrie | BOR își lansează ""Netflix-ul"" ei!",2025-12-19
https://www.youtube.com/watch?v=6-IjSlJPzVo,"PreaMultBanciu-5 Ianuarie | Maduro: „Sunt președintele Venezuelei, mă consider prizonier de război.""",2026-01-05
https://www.youtube.com/watch?v=EOFxzEE_R8Q,Prea Mult Banciu - 6 Ianuarie | Ce ascunde capturarea lui Maduro și a soției lui?,2026-01-06
https://www.youtube.com/watch?v=YSKa8sxUP28,Prea Mult Banciu - 7 Ianuarie | Americanii au capturat două petroliere rusești!,2026-01-07
https://www.youtube.com/watch?v=8VrhWsFOn88,"Prea Mult Banciu - 8 Ianuarie | Nicușor, criticat și ironizat că a rămas înzăpezit la Paris!",2026-01-08
https://www.youtube.com/watch?v=zFTn5zV9clo,Prea Mult Banciu - 9 Ianuarie | PSD a pus tunurile pe Oana Țoiu!,2026-01-09
https://www.youtube.com/watch?v=DXtwXVymRog,"Prea Mult Banciu - 13 Ianuarie | Un elefant a vânat și ucis 20 de oameni în India, în câteva zile!",2026-01-13
https://www.youtube.com/watch?v=wOYSnbvEoiA,"Prea Mult Banciu - 19 Ianuarie | Furios pe norvegieni că nu i-au dat Nobelul, Trump vrea Groenlanda!",2026-01-19
https://www.youtube.com/watch?v=pXdeDzOV4l4,"Prea Mult Banciu - 20 Ianuarie | Bărbat viu dintr-o comună din Bacău, înștiințat că a murit!",2026-01-20
https://www.youtube.com/watch?v=bfI29Z_MwjM,"Prea Mult Banciu - 21 Ianuarie | Trump: „Vrem și noi o bucată de gheaţă, iar ei n-o dau!""",2026-01-21
https://www.youtube.com/watch?v=6MsnTeL9nC4,iAM Banciu - 22 Ianuarie | OM-LIVERPOOL 0-3! Restul nu mai contează!,2026-01-22
https://www.youtube.com/watch?v=FbGtfiXGayM,Prea Mult Banciu - 27 ianuarie | Banciu: ”N-are cum să fie Căcărău președintele României în 2025”,2026-01-27
https://www.youtube.com/watch?v=ZWAs2F-xFQk,"Prea Mult Banciu - 31 ianuarie. Judecătorul Danileț explică, legal, de ce nu poate candida Georgescu",2026-01-31
https://www.youtube.com/watch?v=Z7dJB1mZDOs,Prea Mult Banciu - 9 Februarie | Vacanța s-a terminat! Banciu's back!,2026-02-09
https://www.youtube.com/watch?v=3lcT8nDsvZo,"PreaMultBanciu - 12 Februarie | Bendeac, acuzat de toți de agresiune, dar nu și de către ""agresată""!",2026-02-12
https://www.youtube.com/watch?v=bQDMoBH5YpI,Prea Mult Banciu - 20 Februarie | Banciu și Oprișan! Discuții ca de la titan la titan!,2026-02-20
https://www.youtube.com/watch?v=FSTF6NiEmpU,"iAM Banciu - 23 Februarie | Chivu, victorie chinuită, în ultimul sfert de oră!",2026-02-23
https://www.youtube.com/watch?v=I8fbvayIees,iAM Banciu - 24 Februarie | Seară de Champions league!,2026-02-24
https://www.youtube.com/watch?v=MXfLvep0JUs,"iAM Banciu - 25 Februarie | Chivu, în cădere liberă!",2026-02-25
https://www.youtube.com/watch?v=_ZPD6XDu5m4,Prea Mult Banciu - 3 Martie | Războaiele la zi: a 4-a în Iran și a 1468-a în Ucraina!,2026-03-03
https://www.youtube.com/watch?v=QkS2Ugop758,"Prea Mult Banciu - 4 Martie | Pentagon: ""Iranul a încercat să-l ucidă pe președintele Trump!""",2026-03-04
https://www.youtube.com/watch?v=McN80-DMvcc,"Prea Mult Banciu - 5 Martie | Războiul din Iran s-a mutat la MAE! Oana Țoiu, principala țintă!",2026-03-05
https://www.youtube.com/watch?v=iUWDYc-LPx8,"Prea Mult Banciu - 6 Martie | Crin Antonescu: ""Sunt pe deplin solidar cu Victor Ponta!""",2026-03-06
https://www.youtube.com/watch?v=4HXZN03uITQ,"Prea Mult Banciu - 10 Martie | Ponta, prim PSD-ist al țării ca încredere și notorietate!",2026-03-10
https://www.youtube.com/watch?v=cGbAEoSULjg,"Prea Mult Banciu - 16 Martie | Întrebat din ce trăiește, CG a răspuns:""Dumnezeu ne ține pe toți""!",2026-03-16
https://www.youtube.com/watch?v=2nogONpjbYY,Prea Mult Banciu - 23 Martie | Prima Doamnă a României se va întâlni cu Prima Doamnă a SUA,2026-03-23
https://www.youtube.com/watch?v=erVTz19oYl0,"Prea Mult Banciu - 25 Martie | Presa iraniană despre Trump: ""Cel mai ratat mincinos din lume""",2026-03-25
